orangeMarmalade,Confiture d'orange,confiture-d-orange_112540_w100h100c1cx1095cy684cxt0cyt0cxb2190cyb1369.jpg,fruits,Orange marmalade,mermelada de naranja,g,g|ml|piece,
bananaJam,Confiture de banane,confiture-de-banane_118165_w100h100c1cx295cy295cxt0cyt0cxb591cyb591.jpg,condiments,Banana jam,Mermelada de plátano,g,g|ml|piece,
blackcurrantJam,Confiture de cassis,confiture-de-cassis_112541_w100h100c1cx707cy1060cxt0cyt0cxb1414cyb2121.jpg,condiments,Blackcurrant jam,Mermelada de grosella negra,g,g|ml|piece,
cherryJam,Confiture de cerise,confiture-de-cerise_117517_w100h100c1cx295cy295cxt0cyt0cxb591cyb591.jpg,condiments,Cherry jam,Mermelada de cereza,g,g|ml|piece,
chestnutJam,Confiture de châtaigne,confiture-de-chataigne_112542_w100h100c1cx705cy1062cxt0cyt0cxb1411cyb2124.jpg,condiments,Chestnut jam,mermelada de castañas,g,g|ml|piece,
figJam,Confiture de figue,confiture-de-figue_112543_w100h100c1cx341cy256cxt0cyt0cxb683cyb512.jpg,condiments,Fig jam,mermelada de higos,g,g|ml|piece,
strawberryJam,Confiture de fraises,confiture-de-fraises_71035_w100h100c1cxt0cyt0cxb4385cyb4030.jpg,condiments,Strawberry jam,Mermelada de fresa,g,g|ml|piece,
raspberryJam,Confiture de framboise,confiture-de-framboise_112544_w100h100c1cx362cy241cxt0cyt0cxb724cyb483.jpg,condiments,Raspberry jam,mermelada de frambuesa,g,g|ml|piece,
redFruitJam,Confiture de fruits rouges,confiture-de-fruits-rouges_117426_w100h100c1cx1175cy1175cxt0cyt0cxb2350cyb2350.jpg,condiments,Red fruit jam,Mermelada de frutos rojos,g,g|ml|piece,
redcurrantJam,Confiture de groseille,confiture-de-groseille_117427_w100h100c1cx866cy866cxt0cyt0cxb1732cyb1732.jpg,condiments,Redcurrant jam,Mermelada de grosella roja,g,g|ml|piece,
dulceDeLeche,Confiture de lait,confiture-de-lait_117549_w100h100c1cx295cy295cxt0cyt0cxb591cyb591.jpg,condiments,Dulce de leche,Dulce de leche,g,g|ml|piece,
mandarinJam,Confiture de mandarine,confiture-de-mandarine_163130_w100h100c1cxt0cyt0cxb500cyb500.jpg,condiments,Mandarin jam,mermelada de mandarina,g,g|ml|piece,
mangoJam,Confiture de mangue,confiture-de-mangue_117520_w100h100c1cx295cy295cxt0cyt0cxb591cyb591.jpg,condiments,Mango jam,Mermelada de mango,g,g|ml|piece,
blueberryJam,Confiture de myrtilles,confiture-de-myrtilles_81853_w100h100c1cx2750cy2750cxt0cyt0cxb5500cyb5500.jpg,condiments,Blueberry jam,mermelada de arándanos,g,g|ml|piece,
pearJam,Confiture de poire,confiture-de-poire_117516_w100h100c1cx295cy295cxt0cyt0cxb591cyb591.jpg,condiments,Pear jam,Mermelada de pera,g,g|ml|piece,
appleJam,Confiture de pomme,confiture-de-pomme_112550_w100h100c1cx774cy968cxt0cyt0cxb1549cyb1936.jpg,condiments,Apple jam,Mermelada de manzana,g,g|ml|piece,
plumJam,Confiture de prune,confiture-de-prune_112551_w100h100c1cx1060cy707cxt0cyt0cxb2121cyb1414.jpg,condiments,Plum jam,Mermelada de ciruela,g,g|ml|piece,
rhubarbJam,Confiture de rhubarbe,confiture-de-rhubarbe_112548_w100h100c1cx774cy968cxt0cyt0cxb1549cyb1936.jpg,condiments,Rhubarb jam,Mermelada de ruibarbo,g,g|ml|piece,
conger,Congre,,fish,Conger,Congrio,g,g|kg|piece,
gameConsomm,Consommé de gibier,,meat,Game consommé,Consomé de caza,g,g|kg|piece,
sirloinSteak,Contre-filet,,meat,Sirloin steak,Solomillo,g,g|kg|piece,
cookie,Cookie,cookie_67347_w100h100c1cx350cy350.jpg,snacks,Cookie,Galleta,g,g|piece,
chocolateCookie,Cookie chocolat,cookie-chocolat_81875_w100h100c1cx3000cy2000cxt0cyt0cxb6000cyb4000.jpg,snacks,Chocolate cookie,Galleta de chocolate,g,g|piece,
chocolateShavings,Copeaux de chocolat,copeaux-de-chocolat_85313_w100h100c1cx1750cy1750cxt0cyt0cxb3500cyb3500.png,preparation,Chocolate shavings,virutas de chocolate,g,g|ml|piece,
whiteChocolateShavings,Copeaux de chocolat blanc,copeaux-de-chocolat-blanc_69208_w100h100c1cxt0cyt0cxb700cyb700.jpg,preparation,White chocolate shavings,virutas de chocolate blanco,g,g|ml|piece,
coppa,Coppa,coppa_69004_w100h100c1cxt0cyt0cxb700cyb700.jpg,meat,Coppa,Coppa,piece,piece|g,tranche
rooster,Coq,,meat,Rooster,Gallo,g,g|kg|piece,
cockerel,Coquelet,,meat,Cockerel,Gallo joven,g,g|kg|piece,
poppy,Coquelicot,coquelicot_117593_w100h100c1cx295cy295cxt0cyt0cxb591cyb591.jpg,vegetables,Poppy,Amapola,piece,piece|g|kg,
shells,Coques,coques_117122_w100h100c1cx707cy707cxt0cyt0cxb1414cyb1414.jpeg,seafood,Shells,Conchas,g,g|kg|piece,
scallopShell,Coquille saint-jacques,coquille-saint-jacques_67462_w100h100c1cx350cy350.jpg,seafood,Scallop shell,concha de vieira,piece,piece|g,
coquillettes,Coquillettes,coquillettes_67679_w100h100c1cx350cy350.jpg,grains,Coquillettes,Coquillettes,g,g|kg|piece,
cordonBleu,Cordon bleu,cordon-bleu_155929_w100h100c1cxt0cyt0cxb166cyb166.jpg,meal,Cordon bleu,Cordon bleu,piece,piece|g|kg,
coriander,Coriandre,coriandre_67770_w100h100c1cx350cy350.jpg,spices,Coriander,Cilantro,piece,piece|g,brin
corianderSeeds,Coriandre en grains,coriandre-en-grains_69005_w100h100c1cxt0cyt0cxb700cyb700.jpg,spices,Coriander seeds,Semillas de cilantro,g,g|piece,
daikon,Daikon,daikon_69239_w100h100c1cxt0cyt0cxb700cyb700.jpg,vegetables,Daikon,daikon,piece,piece|g|kg,
suede,Daim,,meat,Suede,Ante,g,g|kg|piece,
dakatine,Dakatine,,condiments,Dakatine,Dakatine,g,g|kg|ml|l|piece,
danette,Danette,,snacks,Danette,Danette,g,g|piece,
dashi,Dashi,,preparation,Dashi,Dashi,g,g|ml|piece,
date,Datte,datte_67730_w100h100c1cx350cy350.jpg,fruits,Date,Fecha,g,g|piece,
cretanDaucus,Daucus de Crête,,vegetables,Cretan Daucus,Daucus cretense,piece,piece|g|kg,
seaBream,Daurade,daurade_77535_w100h100c1cx2350cy2350cxt0cyt0cxb4700cyb4700.jpg,fish,Sea bream,Besugo,g,g|kg|piece,
mediterraneanSeaBreamWeighing15Kg,Daurade de Méditerranée de 1.5 kg,,meal,Mediterranean sea bream weighing 1.5 kg,"Dorada mediterránea de 1,5 kg",piece,piece|g,
sugarDecoration,Décor en sucre,,condiments,Sugar decoration,Decoración de azúcar,g,g|kg|ml|l|piece,
dicedHam,Dés de jambon,des-de-jambon_67738_w100h100c1cx350cy350.jpg,meat,Diced ham,jamón en dados,g,g|kg|piece,
digestive,Digestive,,beverages,Digestive,Digestivo,ml,ml|l|cl|piece,
turkey,Dinde,dinde_67734_w100h100c1cx350cy350.jpg,meat,Turkey,Pavo,g,g|kg|piece,
turkey2,Dindonneau,,meat,Turkey,Pavo,g,g|kg|piece,
diot,Diot,diot_76313_w100h100c1cx1630cy1630cxt0cyt0cxb3260cyb3260.jpg,meat,Diot,Diot,g,g|kg|piece,
gyozaDoughDisc,Disque de pâte pour gyozas,disque-de-pate-pour-gyozas_159659_w100h100c1cxt0cyt0cxb500cyb500.png,meal,Gyoza dough disc,disco de masa de gyoza,piece,piece|g,
miscellaneous,Divers,,other,Miscellaneous,Misceláneas,piece,piece|g|ml,
djansan,Djansan,,spices,Djansan,Djansan,g,g|piece,
seaBream2,Dorade,dorade_69025_w100h100c1cxt0cyt0cxb700cyb700.jpg,fish,Sea bream,Besugo,g,g|kg|piece,
golden,Doré,,fish,Golden,Dorado,g,g|kg|piece,
codLoin,Dos de cabillaud,dos-de-cabillaud_118166_w100h100c1cx363cy441cxt0cyt0cxb726cyb883.png,fish,Cod loin,lomo de bacalao,g,g|kg|piece,
doubanjiang,Doubanjiang,,spices,Doubanjiang,Doubanjiang,g,g|piece,
doubleConcentratedTomatoPaste,Double concentré de tomates,double-concentre-de-tomates_69000_w100h100c1cxt0cyt0cxb700cyb700.jpg,vegetables,Double concentrated tomato paste,pasta de tomate doblemente concentrada,piece,piece|g|kg,
dragee,Dragée,,snacks,Dragee,Gragea,g,g|piece,
dragibusCandies,Dragibus (bonbons),,snacks,Dragibus (candies),Dragibus (caramelos),g,g|piece,
dragibus,Dragibus®,,snacks,Dragibus®,Dragibus®,g,g|piece,
water,Eau,eau_67528_w100h100c1cx350cy350.jpg,beverages,Water,Agua,ml,ml|l|piece,
water2,Eau,eau_88958_w100h100c1cx150cy150cxt0cyt0cxb300cyb300.jpg,beverages,Water,Agua,ml,ml|l|piece,
coconutWater,Eau de coco,,beverages,Coconut water,agua de coco,ml,ml|l|piece,
orangeBlossomWater,Eau de fleur d'oranger,eau-de-fleur-d-oranger_69026_w100h100c1cxt0cyt0cxb700cyb700.jpg,beverages,Orange blossom water,agua de azahar,ml,ml|l|piece,
roseWater,Eau de rose,eau-de-rose_111666_w100h100c1cx1590cy2386cxt0cyt0cxb3181cyb4772.jpg,spices,Rose water,agua de rosas,ml,ml|l|piece,
pearBrandy,Eau de vie de poire,,beverages,Pear brandy,brandy de pera,ml,ml|l|piece,
sparklingWater,Eau gazeuse,eau-gazeuse_67417_w100h100c1cx350cy350.jpg,beverages,sparkling water,agua con gas,ml,ml|l|piece,
shallot,échalote,echalote_67402_w100h100c1cx3008cy2000.jpg,vegetables,shallot,chalote,piece,piece|g|kg,
porkLoin,échine de porc,echine-de-porc_69027_w100h100c1cxt0cyt0cxb700cyb700.jpg,meat,pork loin,lomo de cerdo,g,g|kg|piece,
almondSlivers,éclats d’amandes,,snacks,almond slivers,almendras laminadas,g,g|piece,
hazelnutPieces,éclats de noisettes,eclats-de-noisettes_115233_w100h100c1cx261cy261cxt0cyt0cxb522cyb522.png,snacks,hazelnut pieces,trozos de avellana,g,g|piece,
orangePeel,écorce d'orange,ecorce-d-orange_69028_w100h100c1cxt0cyt0cxb700cyb700.jpg,fruits,orange peel,cáscara de naranja,piece,piece|g|kg,
lemonPeel,écorce de citron,,fruits,lemon peel,cáscara de limón,piece,piece|g|kg,
candiedOrangePeels,écorces d'oranges confites,ecorces-d-oranges-confites_69029_w100h100c1cxt0cyt0cxb700cyb700.jpg,fruits,candied orange peels,cáscaras de naranja confitadas,piece,piece|g|kg,
crayfish,écrevisse,ecrevisse_69031_w100h100c1cxt0cyt0cxb700cyb700.jpg,seafood,crayfish,cangrejo de río,g,g|kg|piece,
edam,Edam,edam_69243_w100h100c1cxt0cyt0cxb700cyb700.jpg,dairy,Edam,queso Edam,g,g|kg|piece,
edamame,Edamame,,dairy,Edamame,Edamame,g,g|kg|piece,
sweetener,édulcorant,edulcorant_67487_w100h100c1cx350cy350.jpg,condiments,sweetener,edulcorante,g,g|kg|ml|l|piece,
eglantine,églantine,eglantine_117546_w100h100c1cx295cy295cxt0cyt0cxb591cyb591.jpg,fruits,eglantine,eglantina,piece,piece|g|kg,
haddock,églefin,,fish,haddock,eglefino,g,g|kg|piece,
smokedElbot,Elbot fumé,,fish,Smoked Elbot,Elbot ahumado,g,g|kg|piece,
mincedPork,émincé de porc,,meat,minced pork,carne de cerdo picada,g,g|kg|piece,
emmental,Emmental,emmental_67601_w100h100c1cx350cy350.jpg,dairy,Emmental,Emmental,g,g|kg|piece,
gratedEmmentalCheese,Emmental râpé,emmental-rape_152215_w100h100c1cx1484cy1346cxt0cyt0cxb2969cyb2693.jpg,dairy,Grated Emmental cheese,queso Emmental rallado,g,g|kg|piece,
emperor,Empereur,empereur_117539_w100h100c1cx295cy295cxt0cyt0cxb591cyb591.jpg,fish,Emperor,Emperador,g,g|kg|piece,
squid2,Encornet,encornet_69009_w100h100c1cxt0cyt0cxb700cyb700.jpg,seafood,Squid,Calamar,g,g|kg|piece,
endive,Endive,endive_67408_w100h100c1cx350cy350.jpg,vegetables,Endive,Endibia,piece,piece|g|kg,
carmineEndive,Endive Carmine®,endive-carmine_128564_w100h100c1cx411cy411cxt0cyt0cxb822cyb822.png,vegetables,Carmine Endive®,Endivia Carmín®,piece,piece|g|kg,
redEndive,Endive rouge,endive-rouge_128411_w100h100c1cx411cy411cxt0cyt0cxb822cyb822.png,vegetables,Red endive,endivia roja,piece,piece|g|kg,
energyDrinkRedBullPitbullDuff,"Energy drink (red bull, pitbull, duff)",,beverages,"Energy drink (red bull, pitbull, duff)","Bebida energética (Red Bull, Pitbull, Duff)",ml,ml|l|cl|piece,
entrecote,Entrecôte,entrecote_69033_w100h100c1cxt0cyt0cxb700cyb700.jpg,meat,Entrecote,Entrecot,g,g|kg|piece,
shoulder,épaule,epaule_118188_w100h100c1cx647cy649cxt0cyt0cxb1294cyb1298.png,meat,shoulder,hombro,g,g|kg|piece,
lambShoulder,épaule d'agneau,epaule-d-agneau_69252_w100h100c1cxt0cyt0cxb4752cyb3168.jpg,meat,lamb shoulder,paletilla de cordero,g,g|kg|piece,
shoulderOfDeer,épaule de biche,epaule-de-biche_118190_w100h100c1cx573cy573cxt0cyt0cxb1146cyb1146.png,meat,shoulder of deer,hombro de ciervo,g,g|kg|piece,
wildBoarShoulder,épaule de sanglier,epaule-de-sanglier_118189_w100h100c1cxt0cyt0cxb1146cyb1146.png,meat,wild boar shoulder,hombro de jabalí,g,g|kg|piece,
vealShoulder,épaule de veau,epaule-de-veau_118191_w100h100c1cx647cy649cxt0cyt0cxb1294cyb1298.png,meat,veal shoulder,Paletilla de ternera,g,g|kg|piece,
spelt,épeautre,epeautre_75868_w100h100c1cx2500cy1666cxt0cyt0cxb5000cyb3333.jpg,grains,spelt,espelta,g,g|kg|piece,
smelt,éperlan,,fish,smelt,eperlano,g,g|kg|piece,
rabelaisSpice,épice Rabelais,,spices,Rabelais spice,Especias Rabelais,g,g|piece,
spices,épices,epices_118620_w100h100c1cx866cy866cxt0cyt0cxb1732cyb1732.jpg,spices,spices,especias,g,g|piece,
colomboSpices,épices à colombo,epices-a-colombo_68995_w100h100c1cxt0cyt0cxb700cyb700.jpg,spices,Colombo spices,Especias de Colombo,g,g|piece,
couscousSpices,épices à couscous,epices-a-couscous_117379_w100h100c1cx866cy866cxt0cyt0cxb1732cyb1732.jpg,spices,couscous spices,especias para cuscús,g,g|piece,
paellaSpices,épices à paella,epices-a-paella_118194_w100h100c1cx425cy425cxt0cyt0cxb850cyb850.png,meal,paella spices,especias para paella,piece,piece|g,
gingerbreadSpices,épices à pain d'épices,epices-a-pain-d-epices_118167_w100h100c1cx2041cy1506cxt0cyt0cxb4083cyb3012.jpg,spices,gingerbread spices,especias de pan de jengibre,g,g|piece,
mulledWineSpices,épices à vin chaud,,spices,mulled wine spices,especias para vino caliente,g,g|piece,
poultrySpices,épices à volaille,epices-a-volaille_118278_w100h100c1cx1060cy707cxt0cyt0cxb2121cyb1414.jpg,spices,poultry spices,especias para aves,g,g|piece,
cajunSpices,épices cajun,,spices,Cajun spices,Especias cajún,g,g|piece,
spanishSpices,épices espagnoles,epices-espagnoles_118279_w100h100c1cx300cy291cxt0cyt0cxb601cyb582.jpg,spices,Spanish spices,especias españolas,g,g|piece,
spicesAndHerbs,Épices et arômates,epices-et-aromates_69034_w100h100c1cxt0cyt0cxb700cyb700.jpg,spices,Spices and herbs,Especias y hierbas,g,g|piece,
indianSpices,épices indiennes,epices-indiennes_118280_w100h100c1cx295cy295cxt0cyt0cxb591cyb591.jpg,spices,Indian spices,Especias indias,g,g|piece,
moroccanSpices,épices marocaines,epices-marocaines_118282_w100h100c1cx1555cy1172cxt0cyt0cxb3110cyb2345.jpg,spices,Moroccan spices,Especias marroquíes,g,g|piece,
pizzaSpices,épices pour pizza,epices-pour-pizza_118283_w100h100c1cx1060cy707cxt0cyt0cxb2121cyb1414.jpg,meal,pizza spices,especias para pizza,piece,piece|g,
spicesForFish,épices pour poisson,epices-pour-poisson_118284_w100h100c1cx1060cy707cxt0cyt0cxb2121cyb1414.jpg,spices,spices for fish,especias para pescado,g,g|piece,
spicesForTagine,épices pour tajine,epices-pour-tajine_118285_w100h100c1cx241cy241cxt0cyt0cxb482cyb482.jpeg,meal,spices for tagine,especias para tajín,piece,piece|g,
tandooriSpices,épices tandoori,epices-tandoori_117400_w100h100c1cx866cy866cxt0cyt0cxb1732cyb1732.jpg,spices,tandoori spices,especias tandoori,g,g|piece,
lambEpigram,épigramme d’agneau,,meat,Lamb epigram,Epigrama de Lamb,g,g|kg|piece,
spinach,épinards,epinards_67594_w100h100c1cx350cy350.jpg,vegetables,spinach,espinaca,piece,piece|g,
freshSpinach,épinards frais,epinards-frais_67648_w100h100c1cx350cy350.jpg,vegetables,fresh spinach,espinacas frescas,piece,piece|g,
barberry,épine vinette,,fruits,barberry,bérbero,piece,piece|g|kg,
whiteFirNeedles,épines de sapin blanc,epines-de-sapin-blanc_129288_w100h100c1cx1060cy707cxt0cyt0cxb2121cyb1414.jpg,vegetables,white fir needles,agujas de abeto blanco,piece,piece|g|kg,
cornCobs,Épis de maïs,epis-de-mais_152750_w100h100c1cxt0cyt0cxb8856cyb6057.jpg,vegetables,Corn cobs,mazorcas de maíz,piece,piece|g|kg,
peelings,épluchures,,vegetables,peelings,peladuras,piece,piece|g|kg,
vegetablePeelings,Épluchures de légumes,,vegetables,Vegetable peelings,cáscaras de vegetales,piece,piece|g|kg,
poisses,époisses,epoisses_75869_w100h100c1cx2880cy1920cxt0cyt0cxb5760cyb3840.jpg,dairy,Époisses,Époisses,g,g|kg|piece,
maple,érable,,grains,maple,arce,g,g|kg|piece,
escalope,Escalope,escalope_117129_w100h100c1cx350cy350cxt0cyt0cxb700cyb700.jpg,meat,Escalope,Escalope,piece,piece|g|kg,
turkeyEscalope,Escalope de dinde,escalope-de-dinde_67495_w100h100c1cx350cy350.jpg,meat,Turkey escalope,escalope de pavo,piece,piece|g|kg,
porkEscalope,Escalope de porc,escalope-de-porc_85796_w100h100c1cx150cy150cxt0cyt0cxb300cyb300.jpg,meat,Pork escalope,escalope de cerdo,piece,piece|g|kg,
chickenEscalope,Escalope de poulet,escalope-de-poulet_77989_w100h100c1cx2550cy2550cxt0cyt0cxb5100cyb5100.jpg,meat,Chicken escalope,escalope de pollo,piece,piece|g|kg,
vealEscalope,Escalope de veau,escalope-de-veau_122861_w100h100c1cx411cy411cxt0cyt0cxb822cyb822.png,meat,Veal escalope,escalope de ternera,piece,piece|g|kg,
snail,Escargot,escargot_67655_w100h100c1cx350cy350.jpg,meat,Snail,Caracol,g,g|kg|piece,
swordfish,Espadon,,fish,Swordfish,Pez espada,g,g|kg|piece,
bitterAlmondEssence,Essence d'amande amère,essence-d-amande-amere_68947_w100h100c1cxt0cyt0cxb700cyb700.jpg,preparation,Bitter almond essence,esencia de almendra amarga,g,g|ml|piece,
stomach,Estomac,,meat,Stomach,Estómago,g,g|kg|piece,
tarragon,Estragon,estragon_67546_w100h100c1cx350cy350.jpg,spices,Tarragon,Estragón,piece,piece|g,brin
sturgeon,Esturgeon,,fish,Sturgeon,Esturión,g,g|kg|piece,
etorki,Etorki,,dairy,Etorki,Etorki,g,g|kg|piece,
currycomb,étrille,,seafood,currycomb,almohaza,g,g|kg|piece,
espresso,Expresso,expresso_117466_w100h100c1cx866cy866cxt0cyt0cxb1732cyb1732.jpg,beverages,Espresso,Café exprés,ml,ml|l|piece,
almondExtract,Extrait d'amande,extrait-d-amande_68950_w100h100c1cxt0cyt0cxb700cyb700.jpg,preparation,Almond extract,extracto de almendra,g,g|ml|piece,
bitterAlmondExtract,Extrait d'amande amère,extrait-d-amande-amere_68946_w100h100c1cxt0cyt0cxb700cyb700.jpg,preparation,Bitter almond extract,extracto de almendra amarga,g,g|ml|piece,
coffeeExtract,Extrait de café,,preparation,Coffee extract,extracto de café,g,g|ml|piece,
coconutExtract,Extrait de coco,,preparation,Coconut extract,extracto de coco,g,g|ml|piece,
whiteFirExtract,Extrait de sapin blanc,extrait-de-sapin-blanc_129290_w100h100c1cx707cy1060cxt0cyt0cxb1414cyb2121.jpg,preparation,White fir extract,extracto de abeto blanco,g,g|ml|piece,
vanillaExtract,Extrait de vanille,extrait-de-vanille_68936_w100h100c1cxt0cyt0cxb700cyb700.jpg,preparation,Vanilla extract,extracto de vainilla,g,g|ml|piece,
liquidVanillaExtract,Extrait de vanille liquide,extrait-de-vanille-liquide_68935_w100h100c1cxt0cyt0cxb700cyb700.jpg,preparation,Liquid vanilla extract,extracto líquido de vainilla,g,g|ml|piece,
pheasant,Faisan,faisan_117132_w100h100c1cx866cy866cxt120cyt110cxb1609cyb1611.jpeg,meat,Pheasant,Faisán,g,g|kg|piece,
faisselle,Faisselle,faisselle_69036_w100h100c1cxt0cyt0cxb700cyb700.jpg,dairy,Faisselle,Faiselle,g,g|piece,
fajitas,Fajitas,fajitas_77341_w100h100c1cx2815cy1879cxt0cyt0cxb5630cyb3758.jpg,meal,Fajitas,Fajitas,piece,piece|g,
carrotTops,Fanes de carotte,fanes-de-carotte_115210_w100h100c1cx526cy526cxt0cyt0cxb1052cyb1052.jpg,vegetables,Carrot tops,hojas de zanahoria,piece,piece|g|kg,
fanta,Fanta,,beverages,Fanta,Fanta,ml,ml|l|cl|piece,
farce,Farce,farce_76332_w100h100c1cx2592cy1728cxt0cyt0cxb5184cyb3456.jpg,meat,Farce,Farsa,g,g|kg|piece,
farfalle,Farfalle,farfalle_69037_w100h100c1cxt0cyt0cxb700cyb700.jpg,grains,Farfalle,Farfalle,g,g|kg|piece,
flour,Farine,farine_67682_w100h100c1cx350cy350.jpg,grains,Flour,Harina,g,g|kg|piece,
cakeFlour,Farine à gâteaux,,grains,Cake flour,Harina para pasteles,g,g|kg|piece,
pizzaFlour,Farine à pizza,,meal,Pizza flour,Harina para pizza,g,g|kg|piece,
wholemealFlour,Farine complète,farine-complete_89791_w100h100c1cx1650cy1816cxt0cyt0cxb3300cyb3633.jpg,grains,Wholemeal flour,harina integral,g,g|kg|piece,
oatmeal,Farine d'avoine,farine-d-avoine_118168_w100h100c1cx272cy320cxt0cyt0cxb544cyb641.jpg,grains,Oatmeal,Avena,g,g|kg|piece,
speltFlour,Farine d'épeautre,,grains,Spelt flour,Harina de espelta,g,g|kg|piece,
barleyFlour,Farine d'orge,,grains,Barley flour,harina de cebada,g,g|kg|piece,
wheatFlour,Farine de blé,farine-de-ble_69041_w100h100c1cxt0cyt0cxb300cyb300.jpg,grains,Wheat flour,harina de trigo,g,g|kg|piece,
buckwheatFlour,Farine de blé noir,farine-de-ble-noir_69038_w100h100c1cxt0cyt0cxb700cyb700.jpg,grains,Buckwheat flour,harina de trigo sarraceno,g,g|kg|piece,
chestnutFlour,Farine de châtaigne,farine-de-chataigne_76333_w100h100c1cx2880cy1920cxt0cyt0cxb5760cyb3840.jpg,grains,Chestnut flour,harina de castañas,g,g|kg|piece,
coconutFlour,Farine de coco,,grains,Coconut flour,harina de coco,g,g|kg|piece,
oatmealFlour,Farine de gruau,,grains,Oatmeal flour,harina de avena,g,g|kg|piece,
lentilFlour,Farine de lentilles,,grains,Lentil flour,harina de lentejas,g,g|kg|piece,
lupinFlour,Farine de lupin,farine-de-lupin_162820_w100h100c1cxt0cyt0cxb500cyb500.jpg,grains,Lupin flour,harina de lupino,g,g|kg|piece,
cornFlour,Farine de maïs,farine-de-mais_69039_w100h100c1cxt0cyt0cxb700cyb700.jpg,grains,Corn flour,harina de maíz,g,g|kg|piece,
cassavaFlour,Farine de manioc,farine-de-manioc_118196_w100h100c1cx362cy241cxt0cyt0cxb724cyb483.jpg,grains,Cassava flour,harina de yuca,g,g|kg|piece,
sweetPotatoFlour,Farine de patate douce,farine-de-patate-douce_117211_w100h100c1cx362cy241cxt0cyt0cxb724cyb483.jpg,grains,Sweet potato flour,harina de batata,g,g|kg|piece,
speltFlour2,Farine de petit épeautre,,grains,Spelt flour,Harina de espelta,g,g|kg|piece,
chickpeaFlour,Farine de pois chiches,farine-de-pois-chiches_81891_w100h100c1cx2350cy2350cxt0cyt0cxb4700cyb4700.jpg,grains,Chickpea flour,harina de garbanzos,g,g|kg|piece,
riceFlour,Farine de riz,farine-de-riz_81896_w100h100c1cx3400cy3400cxt0cyt0cxb6800cyb6800.jpg,grains,Rice flour,Harina de arroz,g,g|kg|piece,
buckwheatFlour2,Farine de sarrasin,farine-de-sarrasin_69040_w100h100c1cxt0cyt0cxb700cyb700.jpg,grains,Buckwheat flour,harina de trigo sarraceno,g,g|kg|piece,
ryeFlour,Farine de seigle,,grains,Rye flour,Harina de centeno,g,g|kg|piece,
wholemealRyeFlour,Farine de seigle complète,,grains,Wholemeal rye flour,harina de centeno integral,g,g|kg|piece,
soyFlour,Farine de soja,,grains,Soy flour,harina de soja,g,g|kg|piece,
sorghumFlour,Farine de sorgho,,grains,Sorghum flour,Harina de sorgo,g,g|kg|piece,
tapiocaFlour,Farine de tapioca,,grains,Tapioca flour,Harina de tapioca,g,g|kg|piece,
selfRaisingFlour,Farine fermentante,farine-fermentante_69042_w100h100c1cxt0cyt0cxb300cyb300.jpg,grains,Self-raising flour,harina leudante,g,g|kg|piece,
wholemealFlour2,Farine intégrale,,grains,Wholemeal flour,harina integral,g,g|kg|piece,
glutenFreeFlour,Farine sans gluten,,grains,Gluten-free flour,Harina sin gluten,g,g|kg|piece,
semiWholemealFlour,Farine semi complète,,grains,Semi-wholemeal flour,Harina semiintegral,g,g|kg|piece,
sirloinSteak2,Faux-filet,faux-filet_93155_w100h100c1cx2250cy2250cxt0cyt0cxb4500cyb4500.png,meat,Sirloin steak,Solomillo,g,g|kg|piece,
starch2,Fécule,fecule_76335_w100h100c1cx2122cy1414cxt0cyt0cxb4245cyb2829.jpg,preparation,Starch,Almidón,g,g|ml|piece,
cornstarch,Fécule de maïs,fecule-de-mais_67665_w100h100c1cx350cy350.jpg,preparation,cornstarch,maicena,g,g|ml|piece,
potatoStarch,Fécule de pomme de terre,fecule-de-pomme-de-terre_67389_w100h100c1cx350cy350.jpg,preparation,Potato starch,almidón de patata,g,g|ml|piece,
fennel,Fenouil,fenouil_67476_w100h100c1cx350cy350.jpg,vegetables,Fennel,Hinojo,piece,piece|g|kg,
fennelSeeds,Fenouil en grains,fenouil-en-grains_69060_w100h100c1cxt0cyt0cxb700cyb700.jpg,spices,Fennel seeds,Semillas de hinojo,piece,piece|g|kg,
wildFennel,Fenouil sauvage,,vegetables,Wild Fennel,Hinojo silvestre,piece,piece|g|kg,
fenugreek,Fenugreek,fenugreek_76334_w100h100c1cx3680cy2456cxt0cyt0cxb7360cyb4912.jpg,spices,Fenugreek,Fenogreco,g,g|piece,
fera,Féra,,fish,Fera,Fera,g,g|kg|piece,
lacticAcid2,Ferment lactique,,preparation,Lactic acid,Ácido láctico,g,g|ml|piece,
feta,Feta,feta_67752_w100h100c1cx350cy350.jpg,dairy,Feta,Feta,g,g|kg|piece,
marinatedFeta,Feta marinée,,dairy,Marinated feta,feta marinada,g,g|kg|piece,
fettuccine,Fettucine,fettucine_118631_w100h100c1cx363cy441cxt0cyt0cxb726cyb883.png,grains,Fettuccine,Fettuccine,g,g|kg|piece,
bananaLeaf,Feuille de bananier,feuille-de-bananier_118461_w100h100c1cx423cy423cxt0cyt0cxb846cyb846.png,vegetables,Banana leaf,Hoja de plátano,piece,piece|g,feuille
wheatLeaf,Feuille de blé,,vegetables,Wheat leaf,Hoja de trigo,piece,piece|g,feuille
brickPastrySheet,Feuille de brick,feuille-de-brick_76281_w100h100c1cx2808cy1872cxt0cyt0cxb5616cyb3744.jpg,preparation,Brick pastry sheet,lámina de hojaldre tipo ladrillo,piece,piece|g,feuille
